--- EASE --- 
PREC@1 0.238798
RECALL@1 0.055587
NDCG@1 0.238798
MAP@1 0.238798
MAP 0.309201
PREC@3 0.165392
RECALL@3 0.112416
NDCG@3 0.355892
MAP@3 0.299089
PREC@5 0.13224
RECALL@5 0.149075
NDCG@5 0.387067
MAP@5 0.312772
PREC@10 0.094044
RECALL@10 0.208167
NDCG@10 0.405844
MAP@10 0.309201
AGG_DIV@1 129
GINI@1 0.9967184275169554
ENTROPY@1 1.6512823870119546
COVERAGE@1 0.011660489921359487
AGG_DIV@3 262
GINI@3 0.9946870686037743
ENTROPY@3 1.867443704888365
COVERAGE@3 0.023682545421675857
AGG_DIV@5 353
GINI@5 0.9931848606605866
ENTROPY@5 1.9818248110040444
COVERAGE@5 0.031908162342944954
AGG_DIV@10 571
GINI@10 0.9897128914418669
ENTROPY@10 2.164362543448853
COVERAGE@10 0.051613486396095094
