--- EASE --- 
PREC@1 0.24568
RECALL@1 0.05866
NDCG@1 0.24568
MAP@1 0.24568
MAP 0.311364
PREC@3 0.170626
RECALL@3 0.115505
NDCG@3 0.368345
MAP@3 0.30836
PREC@5 0.136825
RECALL@5 0.152843
NDCG@5 0.393771
MAP@5 0.318231
PREC@10 0.096868
RECALL@10 0.213686
NDCG@10 0.406493
MAP@10 0.311364
AGG_DIV@1 128
GINI@1 0.9968324778819535
ENTROPY@1 1.6332286779367637
COVERAGE@1 0.01154921952539926
AGG_DIV@3 268
GINI@3 0.9946318403737079
ENTROPY@3 1.8738197751496741
COVERAGE@3 0.0241811783813047
AGG_DIV@5 391
GINI@5 0.9928653677767733
ENTROPY@5 1.9971814032607824
COVERAGE@5 0.03527925651899305
AGG_DIV@10 626
GINI@10 0.9893491444661567
ENTROPY@10 2.1756945153642326
COVERAGE@10 0.05648290174140576
